"localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","gl_retail_and_recreation_percent_change_from_baseline","gl_grocery_and_pharmacy_percent_change_from_baseline","gl_parks_percent_change_from_baseline","gl_transit_stations_percent_change_from_baseline","gl_workplaces_percent_change_from_baseline","gl_residential_percent_change_from_baseline","ap_driving"
43,"RS",2020-06-23,20864,477,1154,19,0,0,0,0,-38,-6,-37,-36,-15,13,74.04
43,"RS",2020-06-24,22009,500,1145,23,22009,500,1145,23,-39,-5,-31,-37,-16,13,78.07
43,"RS",2020-06-24,22009,500,1145,23,0,0,0,0,-39,-5,-31,-37,-16,13,78.07
43,"RS",2020-06-25,23060,500,1051,0,23060,500,1051,0,-50,-17,-55,-46,-21,17,69.71
43,"RS",2020-06-25,23060,500,1051,0,0,0,0,0,-50,-17,-55,-46,-21,17,69.71
43,"RS",2020-06-26,24114,540,1054,40,24114,540,1054,40,-41,-2,-47,-39,-17,15,85.62
43,"RS",2020-06-26,24114,540,1054,40,0,0,0,0,-41,-2,-47,-39,-17,15,85.62
43,"RS",2020-06-27,25000,554,886,14,25000,554,886,14,-48,-2,-56,-41,-9,14,82.63
43,"RS",2020-06-27,25000,554,886,14,0,0,0,0,-48,-2,-56,-41,-9,14,82.63
43,"RS",2020-06-28,25243,559,243,5,25243,559,243,5,-61,-21,-62,-52,-6,15,60.66
43,"RS",2020-06-28,25243,559,243,5,0,0,0,0,-61,-21,-62,-52,-6,15,60.66
43,"RS",2020-06-29,25659,582,416,23,25659,582,416,23,-44,-14,-55,-44,-18,16,67.32
43,"RS",2020-06-29,25659,582,416,23,0,0,0,0,-44,-14,-55,-44,-18,16,67.32
43,"RS",2020-06-30,26941,614,1282,32,26941,614,1282,32,-52,-16,-63,-52,-23,17,62.71
43,"RS",2020-06-30,26941,614,1282,32,0,0,0,0,-52,-16,-63,-52,-23,17,62.71
43,"RS",2020-07-01,28171,636,1230,22,28171,636,1230,22,-43,0,-49,-44,-21,13,66.51
43,"RS",2020-07-01,28171,636,1230,22,0,0,0,0,-43,0,-49,-44,-21,13,66.51
43,"RS",2020-07-02,29195,663,1024,27,29195,663,1024,27,-39,1,-44,-38,-18,14,73.32
43,"RS",2020-07-02,29195,663,1024,27,0,0,0,0,-39,1,-44,-38,-18,14,73.32
43,"RS",2020-07-03,30371,690,1176,27,30371,690,1176,27,-36,6,-44,-36,-17,15,85.75
43,"RS",2020-07-03,30371,690,1176,27,0,0,0,0,-36,6,-44,-36,-17,15,85.75
43,"RS",2020-07-04,31619,715,1248,25,31619,715,1248,25,-38,11,-48,-35,-6,12,89.24
43,"RS",2020-07-04,31619,715,1248,25,0,0,0,0,-38,11,-48,-35,-6,12,89.24
43,"RS",2020-07-05,31955,727,336,12,31955,727,336,12,-68,-25,-78,-59,-14,17,54.09
43,"RS",2020-07-05,31955,727,336,12,0,0,0,0,-68,-25,-78,-59,-14,17,54.09
43,"RS",2020-07-06,32401,759,446,32,32401,759,446,32,-33,6,-46,-38,-16,14,73.02
43,"RS",2020-07-06,32401,759,446,32,0,0,0,0,-33,6,-46,-38,-16,14,73.02
43,"RS",2020-07-07,33800,793,1399,34,33800,791,1399,32,-51,-17,-63,-51,-24,17,68.56
43,"RS",2020-07-07,33800,793,1399,34,0,0,0,0,-51,-17,-63,-51,-24,17,68.56
43,"RS",2020-07-08,35557,825,1757,32,35557,825,1757,34,-42,1,-48,-44,-21,15,75.99
43,"RS",2020-07-08,35557,825,1757,32,0,0,0,0,-42,1,-48,-44,-21,15,75.99
43,"RS",2020-07-09,36434,870,877,45,36434,870,877,45,-38,1,-41,-38,-19,14,79.61
43,"RS",2020-07-09,36434,870,877,45,0,0,0,0,-38,1,-41,-38,-19,14,79.61
43,"RS",2020-07-10,37490,919,1056,49,37490,919,1056,49,-35,6,-41,-35,-17,13,104.14
43,"RS",2020-07-10,37490,919,1056,49,0,0,0,0,-35,6,-41,-35,-17,13,104.14
43,"RS",2020-07-11,38720,943,1230,24,38720,943,1230,24,-47,1,-61,-43,-11,13,86.64
43,"RS",2020-07-11,38720,943,1230,24,0,0,0,0,-47,1,-61,-43,-11,13,86.64
43,"RS",2020-07-12,39240,962,520,19,39240,962,520,19,-64,-21,-73,-56,-10,16,60.15
43,"RS",2020-07-12,39240,962,520,19,0,0,0,0,-64,-21,-73,-56,-10,16,60.15
43,"RS",2020-07-13,39656,995,416,33,39656,995,416,33,-35,-3,-42,-37,-16,14,76.13
43,"RS",2020-07-13,39656,995,416,33,0,0,0,0,-35,-3,-42,-37,-16,14,76.13
43,"RS",2020-07-14,40993,1060,1337,65,40993,1060,1337,65,-40,-4,-44,-39,-18,14,77.17
43,"RS",2020-07-14,40993,1060,1337,65,0,0,0,0,-40,-4,-44,-39,-18,14,77.17
43,"RS",2020-07-15,42239,1101,1246,41,42239,1101,1246,41,-38,2,-35,-38,-17,14,78.57
43,"RS",2020-07-15,42239,1101,1246,41,0,0,0,0,-38,2,-35,-38,-17,14,78.57
43,"RS",2020-07-16,45344,1141,3105,40,45344,1141,3105,40,-49,-15,-58,-46,-21,17,74.28
43,"RS",2020-07-16,45344,1141,3105,40,0,0,0,0,-49,-15,-58,-46,-21,17,74.28
43,"RS",2020-07-17,46710,1174,1366,33,46710,1166,1366,25,-38,3,-46,-37,-17,15,97.18
43,"RS",2020-07-17,46710,1174,1366,33,0,0,0,0,-38,3,-46,-37,-17,15,97.18
43,"RS",2020-07-18,46847,1229,137,55,46847,1229,137,63,-42,5,-44,-34,-6,11,99.72
43,"RS",2020-07-18,46847,1229,137,55,0,0,0,0,-42,5,-44,-34,-6,11,99.72
43,"RS",2020-07-19,47113,1252,266,23,47113,1252,266,23,-53,-7,-50,-44,-2,12,72.63
43,"RS",2020-07-19,47113,1252,266,23,0,0,0,0,-53,-7,-50,-44,-2,12,72.63
43,"RS",2020-07-20,47449,1285,336,33,47449,1285,336,33,-35,-2,-37,-36,-15,13,80.58
43,"RS",2020-07-20,47449,1285,336,33,0,0,0,0,-35,-2,-37,-36,-15,13,80.58
43,"RS",2020-07-21,49840,1349,2391,64,49840,1349,2391,64,-38,-2,-36,-36,-17,13,81.39
43,"RS",2020-07-21,49840,1349,2391,64,0,0,0,0,-38,-2,-36,-36,-17,13,81.39
43,"RS",2020-07-22,53073,1397,3233,48,53073,1397,3233,48,-38,3,-30,-36,-15,13,83.61
43,"RS",2020-07-22,53073,1397,3233,48,0,0,0,0,-38,3,-30,-36,-15,13,83.61
43,"RS",2020-07-23,54841,1456,1768,59,54841,1456,1768,59,-40,-5,-35,-37,-17,14,84.95
43,"RS",2020-07-23,54841,1456,1768,59,0,0,0,0,-40,-5,-35,-37,-17,14,84.95
43,"RS",2020-07-24,57007,1494,2166,38,57007,1494,2166,38,-40,0,-45,-37,-16,15,96.85
43,"RS",2020-07-24,57007,1494,2166,38,0,0,0,0,-40,0,-45,-37,-16,15,96.85
43,"RS",2020-07-25,59118,1554,2111,60,59118,1554,2111,60,-47,2,-57,-41,-12,14,89.85
43,"RS",2020-07-25,59118,1554,2111,60,0,0,0,0,-47,2,-57,-41,-12,14,89.85
43,"RS",2020-07-26,59779,1571,661,17,59779,1571,661,17,NA,NA,NA,NA,NA,NA,69.61
43,"RS",2020-07-26,59779,1571,661,17,0,0,0,0,NA,NA,NA,NA,NA,NA,69.61
43,"RS",2020-07-27,60044,1611,265,40,60044,1611,265,40,NA,NA,NA,NA,NA,NA,75.73
43,"RS",2020-07-27,60044,1611,265,40,0,0,0,0,NA,NA,NA,NA,NA,NA,75.73
43,"RS",2020-07-28,62347,1680,2303,69,62347,1680,2303,69,NA,NA,NA,NA,NA,NA,65.0987258687259
43,"RS",2020-07-28,62347,1680,2303,69,0,0,0,0,NA,NA,NA,NA,NA,NA,65.0987258687259
43,"RS",2020-07-29,64496,1750,2149,70,64496,1750,2149,70,NA,NA,NA,NA,NA,NA,65.0987258687259
43,"RS",2020-07-29,64496,1750,2149,70,1,0,1,0,NA,NA,NA,NA,NA,NA,65.0987258687259
42,"SC",2020-03-12,2,0,2,0,0,0,0,0,-3,-1,-20,8,18,-2,70
42,"SC",2020-03-13,3,0,1,0,2,0,2,0,-4,0,-35,4,20,-2,82.84
42,"SC",2020-03-14,5,0,2,0,4,0,2,0,-2,1,-26,-6,4,1,91.73
42,"SC",2020-03-15,6,0,1,0,6,0,2,0,-12,-1,-29,-12,-2,2,64.5
42,"SC",2020-03-16,7,0,1,0,7,0,1,0,-18,-2,-53,-6,16,0,54.43
42,"SC",2020-03-17,7,0,0,0,7,0,0,0,-22,6,-57,-14,7,2,50
42,"SC",2020-03-18,14,0,7,0,10,0,3,0,-41,12,-54,-32,-7,8,40.07
42,"SC",2020-03-19,21,0,7,0,20,0,10,0,-73,-29,-63,-70,-45,19,29.99
42,"SC",2020-03-20,40,0,19,0,21,0,1,0,-79,-37,-81,-77,-53,25,25.9
42,"SC",2020-03-21,57,0,17,0,51,0,30,0,-84,-47,-87,-79,-56,23,20.37
42,"SC",2020-03-22,68,0,11,0,57,0,6,0,-87,-58,-91,-82,-50,24,15.72
42,"SC",2020-03-23,86,0,18,0,68,0,11,0,-83,-49,-86,-83,-64,28,18.4
42,"SC",2020-03-24,109,0,23,0,107,0,39,0,-82,-48,-85,-82,-64,27,20.68
42,"SC",2020-03-25,122,0,13,0,109,0,2,0,-79,-46,-75,-80,-61,27,23.49
42,"SC",2020-03-26,149,1,27,1,122,1,13,1,-77,-44,-74,-79,-60,25,24.62
42,"SC",2020-03-27,163,1,14,0,149,1,27,0,-77,-43,-79,-78,-57,27,29.17
42,"SC",2020-03-27,163,1,14,0,0,0,0,0,-77,-43,-79,-78,-57,27,29.17
42,"SC",2020-03-28,184,1,21,0,184,1,35,0,-79,-41,-81,-75,-50,21,28.85
42,"SC",2020-03-28,184,1,21,0,8,0,8,0,-79,-41,-81,-75,-50,21,28.85
42,"SC",2020-03-29,197,1,13,0,194,1,10,0,-80,-49,-84,-76,-40,20,21.29
42,"SC",2020-03-29,197,1,13,0,8,0,0,0,-80,-49,-84,-76,-40,20,21.29
42,"SC",2020-03-30,219,2,22,1,197,1,3,0,-70,-37,-76,-77,-49,22,27.82
42,"SC",2020-03-30,219,2,22,1,8,0,0,0,-70,-37,-76,-77,-49,22,27.82
42,"SC",2020-03-31,235,2,16,0,219,2,22,1,-69,-33,-74,-75,-49,21,30.34
42,"SC",2020-03-31,235,2,16,0,8,0,0,0,-69,-33,-74,-75,-49,21,30.34
42,"SC",2020-04-01,247,2,12,0,235,2,16,0,-66,-29,-65,-74,-46,21,35.19
42,"SC",2020-04-01,247,2,12,0,8,0,0,0,-66,-29,-65,-74,-46,21,35.19
42,"SC",2020-04-02,281,5,34,3,247,2,12,0,-64,-31,-70,-74,-45,20,34.24
42,"SC",2020-04-02,281,5,34,3,8,0,0,0,-64,-31,-70,-74,-45,20,34.24
42,"SC",2020-04-03,301,5,20,0,281,5,34,3,-64,-27,-74,-72,-43,21,38.24
42,"SC",2020-04-03,301,5,20,0,8,0,0,0,-64,-27,-74,-72,-43,21,38.24
42,"SC",2020-04-04,356,10,55,5,334,5,53,0,-66,-26,-76,-68,-39,17,37.27
42,"SC",2020-04-04,356,10,55,5,9,0,1,0,-66,-26,-76,-68,-39,17,37.27
42,"SC",2020-04-05,379,10,23,0,357,10,23,5,-74,-37,-80,-72,-35,17,25.05
42,"SC",2020-04-05,379,10,23,0,9,0,0,0,-74,-37,-80,-72,-35,17,25.05
42,"SC",2020-04-06,417,11,38,1,379,10,22,0,-58,-29,-80,-73,-37,18,33.44
42,"SC",2020-04-06,417,11,38,1,9,0,0,0,-58,-29,-80,-73,-37,18,33.44
42,"SC",2020-04-07,457,15,40,4,417,11,38,1,-52,-18,-75,-68,-35,16,37.96
42,"SC",2020-04-07,457,15,40,4,10,0,1,0,-52,-18,-75,-68,-35,16,37.96
42,"SC",2020-04-08,501,17,44,2,457,15,40,4,-48,-14,-59,-66,-32,16,42.79
42,"SC",2020-04-08,501,17,44,2,10,0,0,0,-48,-14,-59,-66,-32,16,42.79
42,"SC",2020-04-09,693,18,192,1,501,17,44,2,-43,0,-58,-63,-33,13,50.26
42,"SC",2020-04-09,693,18,192,1,11,0,1,0,-43,0,-58,-63,-33,13,50.26
42,"SC",2020-04-10,717,18,24,0,693,18,192,1,-76,-44,-71,-76,-76,28,39.42
42,"SC",2020-04-10,717,18,24,0,11,0,0,0,-76,-44,-71,-76,-76,28,39.42
42,"SC",2020-04-11,732,21,15,3,732,21,39,3,-56,-8,-73,-62,-34,16,49.35
42,"SC",2020-04-11,732,21,15,3,11,0,0,0,-56,-8,-73,-62,-34,16,49.35
42,"SC",2020-04-12,776,24,44,3,768,24,36,3,-75,-54,-79,-66,-29,13,27.25
42,"SC",2020-04-12,776,24,44,3,11,0,0,0,-75,-54,-79,-66,-29,13,27.25
42,"SC",2020-04-13,826,26,50,2,777,24,9,0,-48,-25,-72,-67,-27,15,39.61
42,"SC",2020-04-13,826,26,50,2,11,0,0,0,-48,-25,-72,-67,-27,15,39.61
42,"SC",2020-04-14,853,28,27,2,826,26,49,2,-50,-26,-73,-67,-27,15,40.57
42,"SC",2020-04-14,853,28,27,2,13,0,2,0,-50,-26,-73,-67,-27,15,40.57
42,"SC",2020-04-15,884,29,31,1,853,28,27,2,-47,-22,-60,-65,-26,15,42.34
42,"SC",2020-04-15,884,29,31,1,12,0,-1,0,-47,-22,-60,-65,-26,15,42.34
42,"SC",2020-04-16,926,30,42,1,884,29,31,1,-47,-23,-61,-66,-26,15,42.42
42,"SC",2020-04-16,926,30,42,1,13,0,1,0,-47,-23,-61,-66,-26,15,42.42
42,"SC",2020-04-17,962,31,36,1,926,30,42,1,-50,-22,-70,-66,-25,16,49.64
42,"SC",2020-04-17,962,31,36,1,13,0,0,0,-50,-22,-70,-66,-25,16,49.64
42,"SC",2020-04-18,975,32,13,1,962,31,36,1,-56,-22,-71,-62,-22,14,51.28
42,"SC",2020-04-18,975,32,13,1,14,0,1,0,-56,-22,-71,-62,-22,14,51.28
42,"SC",2020-04-19,1025,35,50,3,975,32,13,1,-70,-36,-74,-70,-29,15,31.04
42,"SC",2020-04-19,1025,35,50,3,14,0,0,0,-70,-36,-74,-70,-29,15,31.04
42,"SC",2020-04-20,1063,35,38,0,1025,35,50,3,-46,-20,-67,-66,-30,14,44.38
42,"SC",2020-04-20,1063,35,38,0,14,0,0,0,-46,-20,-67,-66,-30,14,44.38
42,"SC",2020-04-21,1091,37,28,2,1063,35,38,0,-65,-41,-60,-73,-60,21,39.26
42,"SC",2020-04-21,1091,37,28,2,14,0,0,0,-65,-41,-60,-73,-60,21,39.26
42,"SC",2020-04-22,1115,39,24,2,1091,37,28,2,-44,-22,-54,-64,-21,13,44.89
42,"SC",2020-04-22,1115,39,24,2,14,0,0,0,-44,-22,-54,-64,-21,13,44.89
42,"SC",2020-04-23,1170,42,55,3,1115,39,24,2,-44,-24,-55,-65,-22,13,46.51
42,"SC",2020-04-23,1170,42,55,3,14,0,0,0,-44,-24,-55,-65,-22,13,46.51
42,"SC",2020-04-24,1209,42,39,0,1170,42,55,3,-46,-23,-65,-65,-20,14,51.44
42,"SC",2020-04-24,1209,42,39,0,15,0,1,0,-46,-23,-65,-65,-20,14,51.44
42,"SC",2020-04-25,1235,42,26,0,1209,42,39,0,-48,-20,-64,-59,-17,12,54.02
42,"SC",2020-04-25,1235,42,26,0,17,0,2,0,-48,-20,-64,-59,-17,12,54.02
42,"SC",2020-04-26,1337,43,102,1,1235,42,26,0,-60,-32,-66,-64,-22,13,36.27
42,"SC",2020-04-26,1337,43,102,1,18,0,1,0,-60,-32,-66,-64,-22,13,36.27
42,"SC",2020-04-27,1476,44,139,1,1337,43,102,1,-47,-29,-74,-68,-20,14,42.73
42,"SC",2020-04-27,1476,44,139,1,20,0,2,0,-47,-29,-74,-68,-20,14,42.73
42,"SC",2020-04-28,1995,44,519,0,1476,44,139,1,-45,-25,-70,-65,-21,10,43.79
42,"SC",2020-04-28,1995,44,519,0,20,0,0,0,-45,-25,-70,-65,-21,10,43.79
42,"SC",2020-04-29,2085,46,90,2,1995,44,519,0,-42,-22,-53,-63,-19,13,47.47
42,"SC",2020-04-29,2085,46,90,2,46,0,26,0,-42,-22,-53,-63,-19,13,47.47
42,"SC",2020-04-30,2394,48,309,2,2085,46,90,2,-35,-5,-55,-59,-19,9,57.3
42,"SC",2020-04-30,2394,48,309,2,56,0,10,0,-35,-5,-55,-59,-19,9,57.3
42,"SC",2020-05-01,2104,50,-290,2,2104,48,19,2,-66,-43,-62,-73,-68,24,49.34
42,"SC",2020-05-01,2104,50,-290,2,42,0,-14,0,-66,-43,-62,-73,-68,24,49.34
42,"SC",2020-05-02,2346,52,242,2,2346,52,242,4,-44,-12,-64,-59,-21,12,53.61
42,"SC",2020-05-02,2346,52,242,2,40,0,-2,0,-44,-12,-64,-59,-21,12,53.61
42,"SC",2020-05-03,2519,52,173,0,2346,52,0,0,-58,-31,-69,-62,-20,12,39.78
42,"SC",2020-05-03,2519,52,173,0,42,0,2,0,-58,-31,-69,-62,-20,12,39.78
42,"SC",2020-05-04,2623,55,104,3,2519,52,173,0,-41,-19,-69,-63,-17,12,46.73
42,"SC",2020-05-04,2623,55,104,3,42,0,0,0,-41,-19,-69,-63,-17,12,46.73
42,"SC",2020-05-05,2795,58,172,3,2623,55,104,3,-41,-17,-70,-61,-19,12,47.59
42,"SC",2020-05-05,2795,58,172,3,22,0,-20,0,-41,-17,-70,-61,-19,12,47.59
42,"SC",2020-05-06,2917,59,122,1,2917,59,294,4,-38,-13,-63,-63,-18,13,49.49
42,"SC",2020-05-06,2917,59,122,1,24,0,2,0,-38,-13,-63,-63,-18,13,49.49
42,"SC",2020-05-07,3082,63,165,4,3082,63,165,4,-30,-5,-55,-58,-17,11,53.4
42,"SC",2020-05-07,3082,63,165,4,23,0,-1,0,-30,-5,-55,-58,-17,11,53.4
42,"SC",2020-05-08,3205,63,123,0,3205,63,123,0,-29,-2,-64,-57,-15,12,61.5
42,"SC",2020-05-08,3205,63,123,0,23,0,0,0,-29,-2,-64,-57,-15,12,61.5
42,"SC",2020-05-09,3372,64,167,1,3372,64,167,1,-25,8,-65,-49,-10,10,65.19
42,"SC",2020-05-09,3372,64,167,1,23,0,0,0,-25,8,-65,-49,-10,10,65.19
42,"SC",2020-05-10,3429,65,57,1,3429,65,57,1,-52,-21,-72,-57,-2,9,39.04
42,"SC",2020-05-10,3429,65,57,1,27,0,4,0,-52,-21,-72,-57,-2,9,39.04
42,"SC",2020-05-11,3529,69,100,4,3529,69,100,4,-36,-16,-67,-61,-16,12,53.348326848249
42,"SC",2020-05-11,3529,69,100,4,28,0,1,0,-36,-16,-67,-61,-16,12,53.348326848249
42,"SC",2020-05-12,3733,73,204,4,3733,73,204,4,-38,-16,-68,-59,-17,11,53.348326848249
42,"SC",2020-05-12,3733,73,204,4,29,0,1,0,-38,-16,-68,-59,-17,11,53.348326848249
42,"SC",2020-05-13,3828,73,95,0,3828,73,95,0,-40,-20,-64,-63,-17,13,50.37
42,"SC",2020-05-13,3828,73,95,0,31,0,2,0,-40,-20,-64,-63,-17,13,50.37
42,"SC",2020-05-14,4332,78,504,5,4332,78,504,5,-38,-17,-61,-62,-17,11,51.97
42,"SC",2020-05-14,4332,78,504,5,33,0,2,0,-38,-17,-61,-62,-17,11,51.97
42,"SC",2020-05-15,4562,79,230,1,4562,79,230,1,-37,-14,-66,-61,-16,13,61.59
42,"SC",2020-05-15,4562,79,230,1,32,0,-1,0,-37,-14,-66,-61,-16,13,61.59
42,"SC",2020-05-16,4678,81,116,2,4678,81,116,2,-39,-12,-62,-55,-11,11,63.31
42,"SC",2020-05-16,4678,81,116,2,34,0,2,0,-39,-12,-62,-55,-11,11,63.31
42,"SC",2020-05-17,4776,83,98,2,4776,83,98,2,-53,-25,-64,-62,-14,12,44.4
42,"SC",2020-05-17,4776,83,98,2,35,0,1,0,-53,-25,-64,-62,-14,12,44.4
42,"SC",2020-05-18,5175,85,399,2,5175,85,399,2,-38,-20,-66,-63,-15,12,48.76
42,"SC",2020-05-18,5175,85,399,2,37,0,2,0,-38,-20,-66,-63,-15,12,48.76
42,"SC",2020-05-19,5413,91,238,6,5413,91,238,6,-39,-19,-66,-61,-16,12,53.12
42,"SC",2020-05-19,5413,91,238,6,38,0,1,0,-39,-19,-66,-61,-16,12,53.12
42,"SC",2020-05-20,5499,94,86,3,5499,94,86,3,-36,-15,-54,-60,-15,12,54.58
42,"SC",2020-05-20,5499,94,86,3,39,0,1,0,-36,-15,-54,-60,-15,12,54.58
42,"SC",2020-05-21,5610,98,111,4,5610,98,111,4,-36,-15,-56,-60,-16,12,56.55
42,"SC",2020-05-21,5610,98,111,4,39,0,0,0,-36,-15,-56,-60,-16,12,56.55
42,"SC",2020-05-22,6458,100,848,2,6458,100,848,2,-40,-16,-72,-63,-15,14,63.43
42,"SC",2020-05-22,6458,100,848,2,220,1,181,1,-40,-16,-72,-63,-15,14,63.43
42,"SC",2020-05-23,6607,103,149,3,6607,103,149,3,-40,-13,-68,-56,-11,12,66.05
42,"SC",2020-05-23,6607,103,149,3,220,1,0,0,-40,-13,-68,-56,-11,12,66.05
42,"SC",2020-05-24,6696,105,89,2,6696,105,89,2,-53,-26,-67,-61,-13,13,47.36
42,"SC",2020-05-24,6696,105,89,2,40,0,-180,-1,-53,-26,-67,-61,-13,13,47.36
42,"SC",2020-05-25,6875,109,179,4,6875,109,179,4,-38,-19,-67,-62,-14,12,51.83
42,"SC",2020-05-25,6875,109,179,4,205,1,165,1,-38,-19,-67,-62,-14,12,51.83
42,"SC",2020-05-26,7016,121,141,12,7016,121,141,12,-39,-18,-67,-60,-14,12,52.8
42,"SC",2020-05-26,7016,121,141,12,209,1,4,0,-39,-18,-67,-60,-14,12,52.8
42,"SC",2020-05-27,7372,126,356,5,7372,126,356,5,-36,-16,-54,-59,-13,12,53.93
42,"SC",2020-05-27,7372,126,356,5,42,0,-167,-1,-36,-16,-54,-59,-13,12,53.93
42,"SC",2020-05-28,8000,131,628,5,8000,131,628,5,-35,-15,-55,-59,-14,12,56.43
42,"SC",2020-05-28,8000,131,628,5,211,1,169,1,-35,-15,-55,-59,-14,12,56.43
42,"SC",2020-05-29,8530,134,530,3,8530,134,530,3,-34,-10,-64,-58,-12,12,66.97
42,"SC",2020-05-29,8530,134,530,3,49,0,-162,-1,-34,-10,-64,-58,-12,12,66.97
42,"SC",2020-05-30,8780,136,250,2,8778,136,248,2,-35,-7,-61,-53,-5,10,70.61
42,"SC",2020-05-30,8780,136,250,2,47,0,-2,0,-35,-7,-61,-53,-5,10,70.61
42,"SC",2020-05-31,9037,143,257,7,9037,143,259,7,-48,-21,-62,-58,-6,11,49.83
42,"SC",2020-05-31,9037,143,257,7,46,0,-1,0,-48,-21,-62,-58,-6,11,49.83
42,"SC",2020-06-01,9498,146,461,3,9498,146,461,3,-39,-18,-75,-64,-13,12,50.45
42,"SC",2020-06-01,9498,146,461,3,47,0,1,0,-39,-18,-75,-64,-13,12,50.45
42,"SC",2020-06-02,9660,148,162,2,9660,148,162,2,-36,-14,-71,-61,-13,12,52.95
42,"SC",2020-06-02,9660,148,162,2,48,0,1,0,-36,-14,-71,-61,-13,12,52.95
42,"SC",2020-06-03,10034,152,374,4,10034,152,374,4,-33,-12,-55,-60,-12,12,56.84
42,"SC",2020-06-03,10034,152,374,4,310,1,262,1,-33,-12,-55,-60,-12,12,56.84
42,"SC",2020-06-04,10532,156,498,4,10532,156,498,4,-33,-12,-61,-61,-13,11,57.06
42,"SC",2020-06-04,10532,156,498,4,146,1,-164,0,-33,-12,-61,-61,-13,11,57.06
42,"SC",2020-06-05,10846,159,314,3,10846,159,314,3,-35,-9,-77,-63,-13,13,69.08
42,"SC",2020-06-05,10846,159,314,3,147,0,1,-1,-35,-9,-77,-63,-13,13,69.08
42,"SC",2020-06-06,11285,166,439,7,11285,166,439,7,-27,1,-70,-53,-6,10,72.95
42,"SC",2020-06-06,11285,166,439,7,154,0,7,0,-27,1,-70,-53,-6,10,72.95
42,"SC",2020-06-07,11565,171,280,5,11565,171,280,5,-42,-15,-64,-56,-5,11,55.02
42,"SC",2020-06-07,11565,171,280,5,154,0,0,0,-42,-15,-64,-56,-5,11,55.02
42,"SC",2020-06-08,11742,177,177,6,11565,171,0,0,-28,-9,-65,-57,-9,10,57.1
42,"SC",2020-06-08,11742,177,177,6,331,1,177,1,-28,-9,-65,-57,-9,10,57.1
42,"SC",2020-06-09,12192,179,450,2,12192,179,627,8,-33,-15,-72,-58,-12,11,60.22
42,"SC",2020-06-09,12192,179,450,2,183,0,-148,-1,-33,-15,-72,-58,-12,11,60.22
42,"SC",2020-06-10,12594,184,402,5,12594,184,402,5,-27,-6,-65,-57,-12,10,72.18
42,"SC",2020-06-10,12594,184,402,5,186,0,3,0,-27,-6,-65,-57,-12,10,72.18
42,"SC",2020-06-11,12953,186,359,2,12953,186,359,2,-46,-25,-50,-68,-57,20,67.29
42,"SC",2020-06-11,12953,186,359,2,192,0,6,0,-46,-25,-50,-68,-57,20,67.29
42,"SC",2020-06-12,13165,191,212,5,13165,191,212,5,-15,1,-54,-56,-21,12,90.51
42,"SC",2020-06-12,13165,191,212,5,196,0,4,0,-15,1,-54,-56,-21,12,90.51
42,"SC",2020-06-13,13296,193,131,2,13296,193,131,2,-34,-13,-67,-56,-7,11,74.54
42,"SC",2020-06-13,13296,193,131,2,199,0,3,0,-34,-13,-67,-56,-7,11,74.54
42,"SC",2020-06-14,13360,195,64,2,13360,195,64,2,-49,-24,-73,-61,-4,11,55.82
42,"SC",2020-06-14,13360,195,64,2,199,0,0,0,-49,-24,-73,-61,-4,11,55.82
42,"SC",2020-06-15,13960,199,600,4,13960,199,600,4,-32,-14,-69,-56,-12,11,56.22
42,"SC",2020-06-15,13960,199,600,4,219,0,20,0,-32,-14,-69,-56,-12,11,56.22
42,"SC",2020-06-16,14402,212,442,13,14402,212,442,13,-35,-15,-73,-56,-12,11,58.14
42,"SC",2020-06-16,14402,212,442,13,220,0,1,0,-35,-15,-73,-56,-12,11,58.14
42,"SC",2020-06-17,15015,216,613,4,15015,216,613,4,-31,-12,-57,-52,-11,11,60.16
42,"SC",2020-06-17,15015,216,613,4,226,0,6,0,-31,-12,-57,-52,-11,11,60.16
42,"SC",2020-06-18,15573,222,558,6,15573,222,558,6,-30,-14,-55,-52,-12,10,63.08
42,"SC",2020-06-18,15573,222,558,6,234,0,8,0,-30,-14,-55,-52,-12,10,63.08
42,"SC",2020-06-19,16332,234,759,12,16322,234,749,12,-30,-11,-60,-50,-10,10,75.16
42,"SC",2020-06-19,16332,234,759,12,242,0,8,0,-30,-11,-60,-50,-10,10,75.16
42,"SC",2020-06-20,17108,237,776,3,17108,237,786,3,-30,-7,-53,-50,-1,8,82.17
42,"SC",2020-06-20,17108,237,776,3,257,0,15,0,-30,-7,-53,-50,-1,8,82.17
42,"SC",2020-06-21,17582,246,474,9,17582,246,474,9,-42,-17,-54,-54,-1,9,62.2
42,"SC",2020-06-21,17582,246,474,9,264,0,7,0,-42,-17,-54,-54,-1,9,62.2
42,"SC",2020-06-22,17937,256,355,10,17937,256,355,10,-34,-17,-66,-52,-11,11,59.78
42,"SC",2020-06-22,17937,256,355,10,269,1,5,1,-34,-17,-66,-52,-11,11,59.78
42,"SC",2020-06-23,19244,263,1307,7,19244,263,1307,7,-34,-14,-65,-49,-12,10,60.54
42,"SC",2020-06-23,19244,263,1307,7,297,0,28,-1,-34,-14,-65,-49,-12,10,60.54
42,"SC",2020-06-24,20921,279,1677,16,20921,279,1677,16,-33,-14,-51,-50,-11,11,62.9
